# t (s)    C (mol/m^3)
1.000000000000000021e-03,0.000000000000000000e+00
1.011090909090909040e+00,7.774965487471269384e-07
2.021181818181818191e+00,1.789060247477770524e-02
3.031272727272727341e+00,3.206476479788087919e-01
4.041363636363636935e+00,1.388882184526571972e+00
5.051454545454546086e+00,3.780392837076438362e+00
6.061545454545455236e+00,6.219020979479460642e+00
7.071636363636364386e+00,7.725532638436738431e+00
8.081727272727272648e+00,7.373106357885867546e+00
9.091818181818181799e+00,1.077128403709055604e+01
1.010190909090909095e+01,1.109385703659521916e+01
1.111200000000000010e+01,6.892541577188049828e+00
1.212209090909090925e+01,1.030461711263857438e+01
1.313218181818181840e+01,7.224810369281318145e+00
1.414227272727272755e+01,7.727007468595293638e+00
1.515236363636363670e+01,5.747846630402143830e+00
1.616245454545454763e+01,5.256190676268672313e+00
1.717254545454545678e+01,4.194724327235984873e+00
1.818263636363636593e+01,4.726572200998024442e+00
1.919272727272727508e+01,4.459151887441405115e+00
2.020281818181818423e+01,3.923261155924552934e+00
2.121290909090909338e+01,3.193982872848843968e+00
2.222300000000000253e+01,1.762781693952247819e+00
2.323309090909091168e+01,2.180283681242770832e+00
2.424318181818182083e+01,1.347709209545086884e+00
2.525327272727272998e+01,1.202484088165208576e+00
2.626336363636363913e+01,9.503725572383756592e-01
2.727345454545454828e+01,1.165110625897552765e+00
2.828354545454545743e+01,8.326339715712313128e-01
2.929363636363636658e+01,5.633873883569545660e-01
3.030372727272727573e+01,5.045708195021612052e-01
3.131381818181818488e+01,4.994375985022951880e-01
3.232390909090909048e+01,4.746234435938215257e-01
3.333399999999999608e+01,4.612068704027334487e-01
3.434409090909090878e+01,3.467277685534200793e-01
3.535418181818182148e+01,2.986746122679266313e-01
3.636427272727272708e+01,1.953926550582195942e-01
3.737436363636363268e+01,1.939821628487075900e-01
3.838445454545454538e+01,1.775587570169933904e-01
3.939454545454545809e+01,1.651145808977577956e-01
4.040463636363636368e+01,8.768422646889598160e-02
4.141472727272726928e+01,9.427696930129701725e-02
4.242481818181818198e+01,9.275320372375107925e-02
4.343490909090909469e+01,6.661625517614866432e-02
4.444500000000000028e+01,4.954894413876947956e-02
4.545509090909090588e+01,4.045589207984798263e-02
4.646518181818181858e+01,4.232243482980683341e-02
4.747527272727273129e+01,3.429471539408880665e-02
4.848536363636363689e+01,2.542846428462942898e-02
4.949545454545454248e+01,1.942710142543438781e-02
5.050554545454545519e+01,1.685612117800133064e-02
5.151563636363636789e+01,1.420681225428480597e-02
5.252572727272727349e+01,1.317663645158278704e-02
5.353581818181817908e+01,1.019628971340994991e-02
5.454590909090909179e+01,1.040047907128780272e-02
5.555600000000000449e+01,9.735838543549230062e-03
5.656609090909091009e+01,7.919847006271348716e-03
5.757618181818181569e+01,4.170200220971304397e-03
5.858627272727272839e+01,4.249760776645963682e-03
5.959636363636364109e+01,4.191775877876697566e-03
6.060645454545454669e+01,3.676317431189775418e-03
6.161654545454545229e+01,2.965086645363215583e-03
6.262663636363636499e+01,2.152739875510106555e-03
6.363672727272727769e+01,1.487410663364206655e-03
6.464681818181819040e+01,1.723349630322602594e-03
6.565690909090909599e+01,1.470534196965913318e-03
6.666700000000000159e+01,1.321688412286639407e-03
6.767709090909092140e+01,7.795570718230714199e-04
6.868718181818182700e+01,8.650688702250702595e-04
6.969727272727273260e+01,6.686115166221672998e-04
7.070736363636365240e+01,4.887294007456358157e-04
7.171745454545455800e+01,3.331494565820442314e-04
7.272754545454546360e+01,2.807391490208081277e-04
7.373763636363636920e+01,3.144099239328446518e-04
7.474772727272727479e+01,2.177939928956980939e-04
7.575781818181819460e+01,1.656613286494380117e-04
7.676790909090910020e+01,1.407529912475164249e-04
7.777800000000000580e+01,1.719010894216733737e-04
7.878809090909092561e+01,9.945665266777176106e-05
7.979818181818183120e+01,1.199655457528687129e-04
8.080827272727273680e+01,8.041808472252569523e-05
8.181836363636364240e+01,7.126876166425013994e-05
8.282845454545454800e+01,4.950020690554855204e-05
8.383854545454546781e+01,4.446706511408273833e-05
8.484863636363637340e+01,3.238156838207562478e-05
8.585872727272727900e+01,3.932495506995476109e-05
8.686881818181819881e+01,2.708051995340449129e-05
8.787890909090910441e+01,2.522212413753858006e-05
8.888900000000001000e+01,1.977547420885941853e-05
8.989909090909091560e+01,1.735256105548741448e-05
9.090918181818182120e+01,1.639764185811548822e-05
9.191927272727274101e+01,9.617616127867075219e-06
9.292936363636364661e+01,7.665355397057681464e-06
9.393945454545455220e+01,1.016369654450114191e-05
9.494954545454547201e+01,7.229370327456867778e-06
9.595963636363637761e+01,6.895194073097091637e-06
9.696972727272728321e+01,5.857470420920078622e-06
9.797981818181818880e+01,4.162598413664271856e-06
9.898990909090909440e+01,3.404314016402900729e-06
1.000000000000000000e+02,3.343101053834977683e-06
